User Screen Name,Tweet,Time Created,
julianrumsey77,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:26:18 GMT 2014,
BrianCloughGOD,RT @FAIreland: 78' Robbie Keane is in for @JeffHendrick92 #SCOIRL #COYBIG,Fri Nov 14 21:26:18 GMT 2014,
siobhanmariak,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:26:17 GMT 2014,
woodstome,That  from Maloney  is a peach. It waved past the far post like a morning postman. #SCOIRL,Fri Nov 14 21:26:17 GMT 2014,
_nicolegordon,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:16 GMT 2014,
MattJFootball,Nathan Robertson has impressed me every time I've watched him. Great engine and a cracking left foot. Classy young player #SCOIRL,Fri Nov 14 21:26:15 GMT 2014,
lloyd_allstars,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:15 GMT 2014,
DJohnBuchanan,RT @bbc5live: GOAL! Maloney puts Scotland ahead with a right footed shot from a quickly taken corner. Scotland 1-0 Ireland. #SCOIRL http://…,Fri Nov 14 21:26:15 GMT 2014,
Farhan_JNR,Decent goal by Maloney #SCOIRL,Fri Nov 14 21:26:15 GMT 2014,
ChampionshipRT,RT @FAIreland: 78' Robbie Keane is in for @JeffHendrick92 #SCOIRL #COYBIG,Fri Nov 14 21:26:15 GMT 2014,
AdamTraynor2,At least we are a Republic. #SCOIRL,Fri Nov 14 21:26:15 GMT 2014,
xlittlefragglex,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:14 GMT 2014,
beval1965,I love twitter my time lines full of confused fans!!?????? Who to support????. #SCOIRL . #metoo,Fri Nov 14 21:26:14 GMT 2014,
JackieRyan1,RT @wlrfmwaterford: #nidge is alive. 4th official at tonight's game #scoirl #lovehate http://t.co/TdDXAxVPnC,Fri Nov 14 21:26:13 GMT 2014,
mcguinness86,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:13 GMT 2014,
garylove89,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:13 GMT 2014,
keeleyme,RT @FAIreland: 78' Robbie Keane is in for @JeffHendrick92 #SCOIRL #COYBIG,Fri Nov 14 21:26:13 GMT 2014,
colinmitchell42,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:13 GMT 2014,
mastersja,RT @pgrady10: Brings photobombing to a whole new level #SCOIRL @SportsJOEdotie http://t.co/WnZlHKfWWz,Fri Nov 14 21:26:12 GMT 2014,
EvansClark,RT @ScottishFA: 74' | A curling effort from the @LaticsOfficial player sends Celtic Park delirious. 1-0 to Scotland #SCOIRL #WeAreScotland,Fri Nov 14 21:26:12 GMT 2014,
Keith_AFC,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:12 GMT 2014,
galaodadepre,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:26:12 GMT 2014,
Keith_Gunn_,RT @ScottishFA: 74' GOAL! 1-0 Scotland! #SCOIRL #WeAreScotland http://t.co/p0Ax52zCHZ,Fri Nov 14 21:26:12 GMT 2014,
RJBlakeley,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:12 GMT 2014,
Stukenna86,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:12 GMT 2014,
dukesy12,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:26:12 GMT 2014,
ScottBFMV,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:11 GMT 2014,
Gooner_PJMCW,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:26:11 GMT 2014,
DamianMoloney1,RT @paddypower: To be fair  it's an excellent finish by Maloney  the bastard. #SCOIRL,Fri Nov 14 21:26:11 GMT 2014,
aislingmurphy7,RT @dap_0: "@GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL". . omg omg omg omg non neutral comment,Fri Nov 14 21:26:11 GMT 2014,
Patsh60,We won't do it 3 times in a row George #SCOIRL #RTEsoccer,Fri Nov 14 21:26:10 GMT 2014,
Colbangers,RT @snsgroup: WIT A GOAL! @ScottishFA star Shaun Maloney celebrates after putting his side ahead. #SCOIRL #snslovepix http://t.co/8B1ou9EHDl,Fri Nov 14 21:26:10 GMT 2014,
S_Kellyz,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:10 GMT 2014,
JohnPDolan1,RT @wlrfmwaterford: #nidge is alive. 4th official at tonight's game #scoirl #lovehate http://t.co/TdDXAxVPnC,Fri Nov 14 21:26:10 GMT 2014,
PJCooper89,What a complete donkey Jon Walters is. How on earth is he still on the pitch? Worst striker in the prem by a mile #SCOIRL,Fri Nov 14 21:26:09 GMT 2014,
TheNoveltyAct,Both Ireland sides losing 1-0 away at the minute. Time ticking down... #SCOIRL #coybig #NornIron,Fri Nov 14 21:26:09 GMT 2014,
duncanmcgregor,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:09 GMT 2014,
gfinnegan73,How many of those singing flower of Scotland voted no. #SCOIRL #COYBIG,Fri Nov 14 21:26:09 GMT 2014,
AndrewMuckaluck,Can Ireland recover from a. . SCOTTISH SOCCER PUNCH?. . Am #SCOIRL @usasoccerguy,Fri Nov 14 21:26:08 GMT 2014,
CiMcCauley,I wonder did Gordon McQueen cheer Malaysian born Maloneys goal! #SCOIRL,Fri Nov 14 21:26:08 GMT 2014,
miguelruiz1988,Qué golazo de #Maloney contra Irlanda... #SCOIRL,Fri Nov 14 21:26:08 GMT 2014,
damcw,Scotland players throwing themselves to ground all game #SCOIRL,Fri Nov 14 21:26:08 GMT 2014,
_HarryProbets,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:08 GMT 2014,
Intangible_317,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:26:08 GMT 2014,
tynecastle1874,RT @snsgroup: WIT A GOAL! @ScottishFA star Shaun Maloney celebrates after putting his side ahead. #SCOIRL #snslovepix http://t.co/8B1ou9EHDl,Fri Nov 14 21:26:08 GMT 2014,
alixbalixbee,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:08 GMT 2014,
BClarke79,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:26:08 GMT 2014,
macklaptop,RT @wlrfmwaterford: #nidge is alive. 4th official at tonight's game #scoirl #lovehate http://t.co/TdDXAxVPnC,Fri Nov 14 21:26:07 GMT 2014,
oldmugsy,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:07 GMT 2014,
Ross_Jamieson,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:07 GMT 2014,
CalumMckenna,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:07 GMT 2014,
ChrisMilligan90,RT @ScottishFA: 74' GOAL! 1-0 Scotland! #SCOIRL #WeAreScotland http://t.co/p0Ax52zCHZ,Fri Nov 14 21:26:07 GMT 2014,
JamesMcIntyre2,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:07 GMT 2014,
adamoliver95,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:26:07 GMT 2014,
jamiecampbell77,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:06 GMT 2014,
DonalOsullivan,RT @paddypower: Can't bloody wait for John O'Shea's equaliser #SCOIRL,Fri Nov 14 21:26:05 GMT 2014,
DRae_89,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:05 GMT 2014,
DreSpyrou,Ireland need to get Quinny on #SCOIRL,Fri Nov 14 21:26:05 GMT 2014,
krussyo,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:04 GMT 2014,
CiaranDeFaoite,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:04 GMT 2014,
KieranKeavey,RT @Gigibongi: ???? "@pgrady10: Brings photobombing to a whole new level #SCOIRL @SportsJOEdotie http://t.co/mT2l0NfP0C",Fri Nov 14 21:26:04 GMT 2014,
Aidsterrr,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:03 GMT 2014,
euazo320,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:03 GMT 2014,
BlackjackHudson,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:26:03 GMT 2014,
itsr0ddy,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:03 GMT 2014,
PeterElder74,RT @snsgroup: WIT A GOAL! @ScottishFA star Shaun Maloney celebrates after putting his side ahead. #SCOIRL #snslovepix http://t.co/8B1ou9EHDl,Fri Nov 14 21:26:03 GMT 2014,
ross_mckenzie19,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:03 GMT 2014,
steven_steven13,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:26:03 GMT 2014,
Anthony_Hornsby,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:26:03 GMT 2014,
Kyle_B78,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:02 GMT 2014,
Corksouthnews,#SCOIRL thought God Save the Queen was the Scotish National Anthem #rtesoccer,Fri Nov 14 21:26:02 GMT 2014,
jocklfc1892,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:02 GMT 2014,
flashdakash,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:26:02 GMT 2014,
MorvMW,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:26:01 GMT 2014,
Dubl1nJo,Robbie will score. I just know. #COYBIG relax everyone #SCOIRL,Fri Nov 14 21:26:00 GMT 2014,
_ryanfagan,Fields of Athenrye & Flower of Scotland  2 of the best sporting anthems in the world  at Celtic Park tonight. Incredible atmosphere. #SCOIRL,Fri Nov 14 21:26:00 GMT 2014,
annemarieke30,RT @paddypower: To be fair  it's an excellent finish by Maloney  the bastard. #SCOIRL,Fri Nov 14 21:25:59 GMT 2014,
mattsloan86,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:59 GMT 2014,
MJP3012,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:25:59 GMT 2014,
hibee_girl,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:59 GMT 2014,
wondersleeps,i can hear the scottish crowd singing flower of scotland from 2 miles away. impressive work  you lot. #scoirl,Fri Nov 14 21:25:59 GMT 2014,
zinede78,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:59 GMT 2014,
_EmreDan_,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:58 GMT 2014,
RockfallDCUO,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:58 GMT 2014,
TheawesomeMikey,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:58 GMT 2014,
Sofa_News,82'Mulgrew nie zdo?a? utrzyma? pi?ki w boisku i w efekcie tego od wrzutu na w?asnej po?owie gr? wznowi? Irlandczycy.#SCOIRL,Fri Nov 14 21:25:57 GMT 2014,
caoimhe_brogan_,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:57 GMT 2014,
_StuartMowbray,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:57 GMT 2014,
JamesTotty_,And you to Roy Keane ya ? #Sotv #SCOIRL #pt,Fri Nov 14 21:25:57 GMT 2014,
sophia_oll,RT @FAIreland: Memorable quote from Martin O'Neill in 2003 takes pride of place in Celtic Park! #COYBIG #ScoIrl http://t.co/Dqz1NkFrk8,Fri Nov 14 21:25:57 GMT 2014,
AndreMilsner,I can't actually remember a Scotland team which are as fun to watch as Strachans. #SCOIRL,Fri Nov 14 21:25:56 GMT 2014,
JackDFC,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:56 GMT 2014,
Darkskypark,RT @ScottishFA: #SCOIRL | Here is the Scotland team for the @EuroQualifiers against @FAIreland #WeAreScotland http://t.co/hSnfsJGfhI,Fri Nov 14 21:25:56 GMT 2014,
TravisGrimmond4,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:55 GMT 2014,
lawler_debbie,Ah Jaysus C'mon Ireland #SCOIRL #scotlandvireland,Fri Nov 14 21:25:55 GMT 2014,
rab1mac,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:55 GMT 2014,
AndrewWLees,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:55 GMT 2014,
Dungivenmcsc,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:55 GMT 2014,
JohnnyVCaffine,RT @FAIreland: Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:55 GMT 2014,
Robyn1872,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:55 GMT 2014,
Nicklewisafc,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:54 GMT 2014,
lawrence_rob,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:54 GMT 2014,
Ross_Niz99,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:54 GMT 2014,
m1keduffy,Just waiting for john o Shea to pop up in the last minute for the equalizer! #hopefulthinking #SCOIRL,Fri Nov 14 21:25:53 GMT 2014,
Cra19,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:52 GMT 2014,
GPavlovic1986,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:51 GMT 2014,
sebinomics,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:51 GMT 2014,
nhowe2,RT @ScottishFA: 74' | A curling effort from the @LaticsOfficial player sends Celtic Park delirious. 1-0 to Scotland #SCOIRL #WeAreScotland,Fri Nov 14 21:25:51 GMT 2014,
dannno5,Does that cock nose prick Stephen Ward think the balls gonna explode if he doesn't boot it up the pitch every time he gets it? #SCOIRL,Fri Nov 14 21:25:50 GMT 2014,
JamesMck_ton,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:50 GMT 2014,
Bowl_,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:50 GMT 2014,
ryan_martin5,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:25:49 GMT 2014,
the45plusers,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:25:48 GMT 2014,
GPirret,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:48 GMT 2014,
Gr0wingXPains_,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:48 GMT 2014,
GrahamIvers,I'll say the same thing now as I said against Germany. Push EVERYONE forward I'll gladly take a 2-0 loss in search of a 1-1 #SCOIRL #IREvSCO,Fri Nov 14 21:25:47 GMT 2014,
kolfarrelly1,RT @FAIreland: 74' GOAL! 1-0 Scotland. Short corner by Anya & Maloney sees Brown lay off for Maloney to shoot into the far corner. #SCOIRL …,Fri Nov 14 21:25:47 GMT 2014,
MarcNimmo,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:46 GMT 2014,
GPavlovic1986,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:46 GMT 2014,
tynecastle1874,RT @StevenSportNews: GOAL: Scotland 1-0 Ireland - Maloney 75 #SCOIRL,Fri Nov 14 21:25:46 GMT 2014,
JustMclaughlin,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:46 GMT 2014,
SOA_Zaki,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:45 GMT 2014,
wiggle_x3,RT @ScottishFA: 8' | Nice play from Maloney and Naismith  leading the former popping a shot on goal from 18 yards. Just wide. | 0-0 #SCOIRL,Fri Nov 14 21:25:45 GMT 2014,
SRtRCScotland,In good sporting spirit  why don't you follow our Irish colleagues @TheRedCard ? #ff #SCOIRL,Fri Nov 14 21:25:44 GMT 2014,
FAIreland,Ireland always score late in these games! Keep it up lads! #SCOIRL #COYBIG,Fri Nov 14 21:25:44 GMT 2014,
mara_football,The match labeled a "hack fest" produces a goal from some very nifty and intricate passing with a finessed finish. #SCOIRL,Fri Nov 14 21:25:44 GMT 2014,
joeldcassidy,Maloney's goal... Class. #SCOIRL,Fri Nov 14 21:25:42 GMT 2014,
tamsinmutty,Blimey. #SCOIRL,Fri Nov 14 21:25:42 GMT 2014,
The_Cop94,RT @Nicoleplsss: The irony after everything that the player to score for Scotland isn't born in Scotland #SCOIRL,Fri Nov 14 21:25:42 GMT 2014,
CM072014,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:42 GMT 2014,
AndrewWLees,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:25:41 GMT 2014,
Hobbittoo,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:41 GMT 2014,
kinkyforhoran,RT @CtrlAltMichaael: Actual brilliant goal  can't believe it #SCOIRL,Fri Nov 14 21:25:41 GMT 2014,
weblarney,RT @holmesgjk: I wonder if Gordon McQueen will complain about a lad born in Singapore getting a goal for Northern England? #SCOIRL,Fri Nov 14 21:25:41 GMT 2014,
SSSKINZ23,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:40 GMT 2014,
ChrisChatsStuff,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:40 GMT 2014,
kelseym_,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:40 GMT 2014,
joegriffin84,"I hate short corners." The exact words that I said ten seconds before we scored. Think I'll just stick to baggage handling. #SCOIRL,Fri Nov 14 21:25:40 GMT 2014,
ABhoysVoice,Scrappy scrappy scrappy. We're offering little going forward!. #ScoIrl,Fri Nov 14 21:25:40 GMT 2014,
mcvielaura5,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:40 GMT 2014,
TartanArmy,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:39 GMT 2014,
AvalancheDes,RT @wlrfmwaterford: #nidge is alive. 4th official at tonight's game #scoirl #lovehate http://t.co/TdDXAxVPnC,Fri Nov 14 21:25:39 GMT 2014,
Robertson91M,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:39 GMT 2014,
_iMikey,RT @ScottishFA: 74' | A curling effort from the @LaticsOfficial player sends Celtic Park delirious. 1-0 to Scotland #SCOIRL #WeAreScotland,Fri Nov 14 21:25:39 GMT 2014,
Joe_Dunne_,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:38 GMT 2014,
Cscott5,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:37 GMT 2014,
BowieSoccer,RT @GJ_de_B3: "@TeamMatchBook: A lovely move by Scotland for that goal #SCOIRL http://t.co/8M6d30xCNN" fair one,Fri Nov 14 21:25:37 GMT 2014,
steves_whyte,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:37 GMT 2014,
D3HLY,RT @Oddschecker: Shaun Maloney with a brilliantly taken goal to open the scoring. 25/1 inplay! http://t.co/t4P4QpU07h #scotlandvireland #SC…,Fri Nov 14 21:25:37 GMT 2014,
michaelcole67,RT @ScottishFA: 74' GOAL! 1-0 Scotland! #SCOIRL #WeAreScotland http://t.co/p0Ax52zCHZ,Fri Nov 14 21:25:37 GMT 2014,
BlakewayJoe,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:36 GMT 2014,
JoshGrant14,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:35 GMT 2014,
adnan_8,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:35 GMT 2014,
markofinlayson_,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:35 GMT 2014,
mickr88,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:35 GMT 2014,
dannybhoycfc3,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:35 GMT 2014,
ewan37,RT @ScottishFA: 74' GOAL! 1-0 Scotland! #SCOIRL #WeAreScotland http://t.co/p0Ax52zCHZ,Fri Nov 14 21:25:35 GMT 2014,
calumshanlin,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:35 GMT 2014,
Joe_Strachan,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:35 GMT 2014,
Jamie4Labour,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:34 GMT 2014,
ZackDearie,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:34 GMT 2014,
CallumGibson_,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:33 GMT 2014,
UEFAcomEmmaH,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:33 GMT 2014,
Liam_Hobson,Booing McGeady but cheering Chris Martin... Logical  as ever. #SCOIRL,Fri Nov 14 21:25:33 GMT 2014,
EamonnFlanagan,RT @RossCallaghan5: 1-0 to Great Britain North #IndependanceRejecters #COYBIG #SCOIRL,Fri Nov 14 21:25:32 GMT 2014,
BenMooney_,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:32 GMT 2014,
amydoddsx,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:32 GMT 2014,
easylocum,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:32 GMT 2014,
DarkKinetik13,RT @FAIreland: 78' Robbie Keane is in for @JeffHendrick92 #SCOIRL #COYBIG,Fri Nov 14 21:25:32 GMT 2014,
CraigWufc,"@Ladbrokes: The Scotland fans are enjoying themselves... https://t.co/Z2VJzwRdQQ #SCOIRL"**North England fans**,Fri Nov 14 21:25:32 GMT 2014,
RyanKennedyyy,RT @paddypower: To be fair  it's an excellent finish by Maloney  the bastard. #SCOIRL,Fri Nov 14 21:25:32 GMT 2014,
DaleRowland45,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:32 GMT 2014,
GTRowe31,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:32 GMT 2014,
Reebinho95,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:31 GMT 2014,
KatKnievel,RT @Gedwardsistaken: It doesn't get much better than this - training ground move  quality finish! #SCOIRL http://t.co/oDqCBNBTuR,Fri Nov 14 21:25:31 GMT 2014,
Connor_finlay,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:30 GMT 2014,
NiazG,FUCKING YESSSS #WeAreScotland #SCOIRL http://t.co/IyyqyqnjUX,Fri Nov 14 21:25:30 GMT 2014,
mackay_alex,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:30 GMT 2014,
Michael_Gray9,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:29 GMT 2014,
wiggle_x3,RT @ScottishFA: 34' CHANCE! Great header from @charlie_mulgrew  but it goes just wide | 0-0 #SCOIRL,Fri Nov 14 21:25:29 GMT 2014,
MrGdawg88,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:28 GMT 2014,
benleckey1,RT @paddypower: Can't bloody wait for John O'Shea's equaliser #SCOIRL,Fri Nov 14 21:25:28 GMT 2014,
brerrrr,RT @GaryLineker: As goals go  Maloney's was both delightful and significant. #SCOIRL,Fri Nov 14 21:25:28 GMT 2014,
EuanStorrier,RT @ScottishFA: This. #SCOIRL #WeAreScotland http://t.co/zTcHEvtapj,Fri Nov 14 21:25:28 GMT 2014,
