User Screen Name,Tweet,Time Created,
FAIreland,59' Marshall does very well to gather McClean's corner. #SCOIRL #COYBIG,Fri Nov 14 21:02:44 GMT 2014,
AJonesy100,RT @CaulkinTheTimes: That first-half was the perfect demonstration of the tactical style known as kicky-whacka. #SCOIRL,Fri Nov 14 21:02:44 GMT 2014,
chazer2712,Get Shane long off a waste of a player on the #SCOIRL #getkeanoon,Fri Nov 14 21:02:44 GMT 2014,
_Little_Bat,Ireland  ye have me nerves shot #SCOIRL #COYBIG,Fri Nov 14 21:02:44 GMT 2014,
kdjacl,RT @Yorkiesaint: Robot probe Philae  has successfully landed on the match ball #SCOIRL,Fri Nov 14 21:02:43 GMT 2014,
stephendevine89,Ireland most certainly on top now  goal coming #SCOIRL,Fri Nov 14 21:02:43 GMT 2014,
UKSurvivalists,RT @BigCollyWolly: Hanging oot at the match. . . #scotlandvireland #SCOIRL #SCOvROI http://t.co/eyKL37sfId,Fri Nov 14 21:02:42 GMT 2014,
Ciaranmurph3,RT @iamdavidwebb: Someone should fly a drone over the stadium  Albanian style  with a British flag on it  just for a bit of drama #scoirl,Fri Nov 14 21:02:42 GMT 2014,
ABhoysVoice,Nice play Ireland!. . Awww!!! Out to McClean!! Cross blocked but breaks to mcgeady. Shot tipped wide!. Corner. #ScoIrl,Fri Nov 14 21:02:40 GMT 2014,
gordmatheson,David Marshall earning his cap there #SCOIRL,Fri Nov 14 21:02:40 GMT 2014,
aicampbell16,RT @paddypower: Scotland looking lively  Gordan Strachan seems happy enough #SCOIRL http://t.co/dUh74pxdSJ,Fri Nov 14 21:02:39 GMT 2014,
RousseauAl,Scotland not as intense this half. Have Ireland weathered the storm? #SCOIRL,Fri Nov 14 21:02:34 GMT 2014,
noseybassa,Martin for Fletcher will do for me  whether it's forced or not #SCOIRL,Fri Nov 14 21:02:34 GMT 2014,
Dungivenmcsc,RT @FAIreland: 58' McGeady low strike & Marshall makes an important save. #SCOIRL #COYBIG,Fri Nov 14 21:02:34 GMT 2014,
AzzaMaate,Love McClean's aggression and determination to win and keep the ball down the wings! #COYBIG #SCOIRL #Euro2016Qualifiers,Fri Nov 14 21:02:34 GMT 2014,
johnhampton1,#SCOIRL ?? David Marshall,Fri Nov 14 21:02:33 GMT 2014,
StevenSportNews,McGeady has shot from the angle that zips across the goal but Marshall makes a very good save low down to his right #SCOIRL,Fri Nov 14 21:02:33 GMT 2014,
TodgeStewart,James McClean couldn't cross his knife and fork #SCOIRL,Fri Nov 14 21:02:33 GMT 2014,
VauxhallScot,Brilliant save! Marshall reacted superbly there to tip wide. Then claims the corner. Assured. #SCOIRL,Fri Nov 14 21:02:33 GMT 2014,
YnwA_R10,RT @YerSoLucky: Seems ironic that McGeady chose Ireland over Scotland and gets booed by Scots who chose rule by England over ruling themsel…,Fri Nov 14 21:02:33 GMT 2014,
DanielDaws1,Shaun Maloney. Born in Malaysia. James Morrison. Born in Darlington. Yet the sweaties are getting hysterical over mcgeady. Hypocrisy #SCOIRL,Fri Nov 14 21:02:33 GMT 2014,
markmcl1971,RT @FAIreland: Memorable quote from Martin O'Neill in 2003 takes pride of place in Celtic Park! #COYBIG #ScoIrl http://t.co/Dqz1NkFrk8,Fri Nov 14 21:02:33 GMT 2014,
williemcnab,Not dealing with Walters well enough or picking up first and second balls. #SCOIRL,Fri Nov 14 21:02:31 GMT 2014,
DochertyRoss,@Ladbrokes quickest £10 I've ever spend! £10 on fletcher  lift my head and he's limping off the pitch!!! #SCOIRL,Fri Nov 14 21:02:30 GMT 2014,
IndoSport,Great volley from Aiden McGeady is saved by Marshall http://t.co/0RL6OZKVv1 #SCOIRL,Fri Nov 14 21:02:28 GMT 2014,
GrahamIvers,I reckon you'll see Robbie Keane & Stephen Quinn before too long . #SCOIRL #IREvSCO #COYBIG,Fri Nov 14 21:02:27 GMT 2014,
CavRocks72,Scottish people wearing Irish shirts....traitors!!!#SCOIRL,Fri Nov 14 21:02:26 GMT 2014,
Sofa_News,58'Irlandia w dalszym ci?gu stara si? utrzymywa? w posiadaniu pi?ki z dala od w?asnej szesnastki.#SCOIRL,Fri Nov 14 21:02:23 GMT 2014,
YnwA_R10,RT @mord_dennis: Scottish logic. Boo the Scottish born Irish players and cheer your English born Scottish player. #SCOIRL,Fri Nov 14 21:02:23 GMT 2014,
Lisa_D_x,Totally over this 'Aiden McGeady's a wanker' nonsense! . . If this was ROI v anyone else you'd be singing his praises! . . #SCOIRL ??,Fri Nov 14 21:02:22 GMT 2014,
F00tballExpert,#IRL have come out the better side but not really in control. Need to keep the ball & pass it. #EURO2016 #SCOIRL #COYBIG,Fri Nov 14 21:02:22 GMT 2014,
Dubl1nJo,Fuuuuck that was close! #SCOIRL #COYBIG,Fri Nov 14 21:02:21 GMT 2014,
IomJD,Theres a goal coming #SCOIRL can feel in the walters!,Fri Nov 14 21:02:20 GMT 2014,
FAIreland,58' McGeady low strike & Marshall makes an important save. #SCOIRL #COYBIG,Fri Nov 14 21:02:18 GMT 2014,
Austin_14Scott,Close by McGeady! #SCOIRL,Fri Nov 14 21:02:16 GMT 2014,
cmidgley1988,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:02:14 GMT 2014,
niall_brien,#SCOIRL Nidge not dead. He's doing fourth official in parkhead.,Fri Nov 14 21:02:12 GMT 2014,
rugbyit,RT @AdegboyeAdeyemo: This is the closest I have ever been to enjoying #Rugby #SCOIRL,Fri Nov 14 21:02:12 GMT 2014,
_BrodieHamiton,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:02:11 GMT 2014,
AzzaMaate,McGeady so nearly! #COYBIG #SCOIRL #Euro2016Qualifiers,Fri Nov 14 21:02:08 GMT 2014,
ScottishFA,57' SAVE | Great diving stop from Marshall. Corner to @FAIreland #SCOIRL,Fri Nov 14 21:02:07 GMT 2014,
JohnWilloEFC,@Ian_Ladyman_DM Coleman fabulous. Becoming the complete modern full back. Great going forward but top defender too. #SCOIRL #ScovIrl #EFC,Fri Nov 14 21:02:05 GMT 2014,
CathalScarry,Nidge is alive and well in Celtic Park #SCOIRL #IrlSco #lovehate http://t.co/Ea9Oig6ssF,Fri Nov 14 21:01:59 GMT 2014,
iam1steve,HOLD THE PRESS THE SCOTS HAVE JUST BROUGHT ON AN ENGLISHMAN TUT TUT TUT???. #SCOIRL,Fri Nov 14 21:01:56 GMT 2014,
Dan23_92,If the singer from Coldplay scores against us I'll be fucking raging. #SCOIRL,Fri Nov 14 21:01:56 GMT 2014,
Maz2212,RT @Sean_Nicol: Decent game so far  dominant from Scotland. More of the same... #SCOIRL #WeAreScotland ? http://t.co/IJz4wXkcyY,Fri Nov 14 21:01:56 GMT 2014,
DeclanRooney,Obama SCHMOBAMA! Scotland and Ireland are currently doing battle at Celtic Park!!! #COYBIG #SCOIRL,Fri Nov 14 21:01:51 GMT 2014,
liamshez81,Pub football now showing on sky sports 5 #SCOIRL #scotlandvireland #sweatysocks,Fri Nov 14 21:01:51 GMT 2014,
Sevcobot,Still using Sevco Tweet_Afton: That Hanley has a bit of the #Sevco about him. . #SCOIRL:    T... http://t.co/8SjvzYX4zi #Rangers #sevcobot,Fri Nov 14 21:01:49 GMT 2014,
grungerelic,This game is abject #SCOIRL,Fri Nov 14 21:01:48 GMT 2014,
TylerEvansNCFC,RT @ScottishFA: 54' SUB | Steven Fletcher is replaced by Chris Martin for Scotland | #SCOIRL #WeAreScotland,Fri Nov 14 21:01:45 GMT 2014,
MurphyCathal,RT @Scousedavy: 1st half of #SCOIRL was like watching 2 girls having a fight in a jelly bath technically useless but well worth watching @t…,Fri Nov 14 21:01:45 GMT 2014,
irish_eagle,RT @Independent_ie: We've three pairs of tickets for Ireland v USA on Tuesday. Choose tonight's man-of-the-match using the hastag #IndoMOTM…,Fri Nov 14 21:01:44 GMT 2014,
Paddywaggon,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:01:44 GMT 2014,
robmagee86,Scottish supporters breaking into another traditional rendition of 'Aidan McGeady  he's a wanker he's a wanker'... #SCOIRL,Fri Nov 14 21:01:42 GMT 2014,
IainStrachan,.@ScottishFA need to have more of the ball and keep it if they want to make good use of Chris Martin #SCOIRL,Fri Nov 14 21:01:41 GMT 2014,
___JOCELYN____,RT @nbshow2fm: #COYBIG ????? "@FAIreland: Half an hour gone and it's still 0-0. Here is tonight's team photo #ScoIrl #COYBIG http://t.co/B9…,Fri Nov 14 21:01:40 GMT 2014,
YerSoLucky,Seems ironic that McGeady chose Ireland over Scotland and gets booed by Scots who chose rule by England over ruling themselves #SCOIRL,Fri Nov 14 21:01:39 GMT 2014,
BigMurt92,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:01:38 GMT 2014,
mord_dennis,Scottish logic. Boo the Scottish born Irish players and cheer your English born Scottish player. #SCOIRL,Fri Nov 14 21:01:38 GMT 2014,
mcurr01,Chris Martin coming on for Scotland. If he gets a chance  hope he doesn't suffer a 'Rush of Blood to the Head'! #SCOIRL,Fri Nov 14 21:01:38 GMT 2014,
DenisODonovan,RT @steoreilly: Scotland V Ireland. Check out the Scottish lad In the background RT “@PaulFedayn: #scoirl bracing. http://t.co/34I4R7VGs6”,Fri Nov 14 21:01:36 GMT 2014,
Yorkiesaint,Robot probe Philae  has successfully landed on the match ball #SCOIRL,Fri Nov 14 21:01:35 GMT 2014,
darrentrinder,Bit of added competition now with Martin on against @JeffHendrick92 and Keogh #SCOIRL #dcfc,Fri Nov 14 21:01:34 GMT 2014,
Conor1960,The beautiful game this is not  #COYBIG #SCOIRL,Fri Nov 14 21:01:34 GMT 2014,
GlennFirmin,RT @paddypower: Fair play to David Forde  he slept in a dustbin last night  but looks solid enough in goal for Ireland. #SCOIRL,Fri Nov 14 21:01:33 GMT 2014,
emmetohalloran,Scotland bring on an Englishman off the  bench #SCOIRL,Fri Nov 14 21:01:33 GMT 2014,
DavidBarry22,They spend the match booing McGeady then bring on a fella who played for England underage #SCOIRL,Fri Nov 14 21:01:33 GMT 2014,
RxOliver,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:01:29 GMT 2014,
BetVictor,Chris Martin replaces Steven Fletcher up top for Scotland he is 8/1 to break the deadlock!. . http://t.co/Sn1gYbIvyg #InPlay #SCOIRL,Fri Nov 14 21:01:28 GMT 2014,
joshhunter94,RT @AndrewMillerx: Chris Martin coming on for Scotland in Paraaa Paraaaa Paraaaaadise #Coldplay #SCOIRL,Fri Nov 14 21:01:28 GMT 2014,
matt7smith,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:01:28 GMT 2014,
gerrydoorstop,RT @bbc5live: Back underway at Celtic Park  @ConorMcNamaraIE & @PatNevin are expecting the tackles to keep flying in: http://t.co/k5R9zpJxa…,Fri Nov 14 21:01:24 GMT 2014,
Sofa_News,56'Mamy pierwsz? zmian? w tym spotkaniu. Miejsce Stevena Fletchera zajmuje Chris Martin.#SCOIRL,Fri Nov 14 21:01:23 GMT 2014,
ABhoysVoice,I'd say i could train up LB if needed.. Not confident in Ward!. #ScoIrl,Fri Nov 14 21:01:23 GMT 2014,
PaulByr22696970,Get Keane on!! #SCOIRL,Fri Nov 14 21:01:22 GMT 2014,
niallBroderick,Celtic bossing centre mid #SCOIRL,Fri Nov 14 21:01:22 GMT 2014,
GarretPC,RT @iamdavidwebb: Someone should fly a drone over the stadium  Albanian style  with a British flag on it  just for a bit of drama #scoirl,Fri Nov 14 21:01:22 GMT 2014,
kosh_1,"The rules of soccer are simple  if it moves  kick it; if it doesn't move  kick it until it does." Phil Woosnam. #ScoIrl playing it simple.,Fri Nov 14 21:01:22 GMT 2014,
bachghazu,#SCOIRL  #teamfollowback The 5 at 5: Tuesday - thejournal #ie  http://t.co/vizgePLAPp,Fri Nov 14 21:01:21 GMT 2014,
TheJivemaster,RT @SportsJOEdotie: Tonight's referee is certainly living up to his personal motto #SCOIRL http://t.co/BU1s2otozb http://t.co/CyXCPPRvgx,Fri Nov 14 21:01:21 GMT 2014,
BBCSpors,Fletcher air thighinn dheth airson Chris Martin do dh'Alba #SCOIRL #BBCRadionanGaidheal,Fri Nov 14 21:01:19 GMT 2014,
rapidwolf86,How the hell does Fletcher start ahead of Martin #SCOIRL,Fri Nov 14 21:01:19 GMT 2014,
EmmaAWheatley,RT @GazzaONuallain: So weird hearing vitriol aimed at McGeady coming from the opposition fans for once. #ScoIrl,Fri Nov 14 21:01:18 GMT 2014,
KTowns007,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:01:18 GMT 2014,
dohRG,Neither Scotland nor Ireland know how to pass. Typical I guess. #SCOIRL,Fri Nov 14 21:01:16 GMT 2014,
scottnicoll1874,Chris Martin and Enya....we may not be winning but the singing in the bath after the match will be superb. #SCOIRL #scotlandvireland,Fri Nov 14 21:01:13 GMT 2014,
BourkeBalls,#SCOIRL as the former England U19 international comes on as sub..... What do you think of that......Gordon McQueen..,Fri Nov 14 21:01:13 GMT 2014,
mlappin,Is that the Fifty Shades of Grey guy coming on for Scotland? (yes I watched the trailer  no I haven't read the book). #SCOIRL,Fri Nov 14 21:01:12 GMT 2014,
andy_corrigan,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:01:07 GMT 2014,
PeterMcNamara_,George Hamilton: "The referee taking assistance from the assistant referee". @dangerhere #SCOIRL,Fri Nov 14 21:01:05 GMT 2014,
DCFC_Shorey,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:01:05 GMT 2014,
Rojo2Green,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:01:05 GMT 2014,
monkey553,RT @martingrantross: 13 mins into the game at Parkhead and this is the scene outside. Huge numbers still locked out #SCOIRL http://t.co/p7W…,Fri Nov 14 21:01:04 GMT 2014,
JeremyKlayman,Ireland might get a result tonight but have been underwhelmed by a performance solely based on long balls. Scots only team passing #SCOIRL,Fri Nov 14 21:01:03 GMT 2014,
paul_madden,RT @iamseanoneill: C’mon McGeady press your turbo button and shut that plaid troupe of arseholes up. #SCOIRL #ReleaseTheKraken,Fri Nov 14 21:01:02 GMT 2014,
DenzilDavidson,RT @celticfc: Robbie Keane receives a warm welcome from the Ireland fans as he makes his way into Celtic Park (NM) #SCOIRL http://t.co/shJB…,Fri Nov 14 21:01:01 GMT 2014,
SDMorpeth,Bah I've seen better games in the morpeth Sunday league than this pile of shit between jockland & paddyland #SCOIRL,Fri Nov 14 21:01:01 GMT 2014,
HDTreatmentBlog,Here come all the Coldplay "jokes". Snore. #SCOIRL,Fri Nov 14 21:01:01 GMT 2014,
paulmcneela,RT @TheRealPsycrow: A former England u-19 international comes on for Scotland. Fans aren't booing him though. #SCOIRL,Fri Nov 14 21:01:00 GMT 2014,
DenzilDavidson,RT @celticfc: Welcome back to Celtic Park Aiden McGeady (NM) #SCOIRL http://t.co/wYqBZ3a3kL,Fri Nov 14 21:00:59 GMT 2014,
alexharker,RT @PaulDollery: "In My Place?"  asks Steven Fletcher  as he's replaced by Chris Martin #SCOIRL,Fri Nov 14 21:00:58 GMT 2014,
DanMechan,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:00:58 GMT 2014,
MarkMulqueen,RT @colmtobin: Keogh looks like a mad scientist on the verge of a great discovery. I approve. #SCOIRL,Fri Nov 14 21:00:56 GMT 2014,
jamiep__,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:56 GMT 2014,
AndrewMuckaluck,“@FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG”. . Big old unit! Am,Fri Nov 14 21:00:55 GMT 2014,
broney13,Better not finish 0-0 or I'll fucking  scream  #SCOIRL,Fri Nov 14 21:00:54 GMT 2014,
Estacion71Radio,RT @simplemindscom: Simple Minds 'Honest Town' being played tonight at the Euro2016 Qualifier between Scotland & Ireland #SCOIRL... http://…,Fri Nov 14 21:00:52 GMT 2014,
lmaccuirc,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:00:51 GMT 2014,
Mo0OoTjE,RT @iamdavidwebb: Someone should fly a drone over the stadium  Albanian style  with a British flag on it  just for a bit of drama #scoirl,Fri Nov 14 21:00:51 GMT 2014,
Ryan_27,That's 3 #dcfc players on in the #SCOIRL game. Get Christie and Russell on for good measure.,Fri Nov 14 21:00:51 GMT 2014,
abdulchindo728,RT @ConorMcNamaraIE: Traditional Scottish refreshment at half-time. #BBCfootball #SCOIRL http://t.co/6uGMpeE9Mp,Fri Nov 14 21:00:50 GMT 2014,
AdumJones,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:49 GMT 2014,
ewangaynorkirk,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:49 GMT 2014,
sportsphotos123,At #CelticPark shooting #Scotland v #Ireland for @FocusImagesLtd in the #EURO2016 #SCOIRL http://t.co/ElX7Qhq6Hf,Fri Nov 14 21:00:48 GMT 2014,
alyd98,RT @ScottishFA: 54' SUB | Steven Fletcher is replaced by Chris Martin for Scotland | #SCOIRL #WeAreScotland,Fri Nov 14 21:00:48 GMT 2014,
GarethKinsella2,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:00:47 GMT 2014,
colinwsanders,GoAl for Martin tonight. C'mon! #SCOIRL,Fri Nov 14 21:00:46 GMT 2014,
MaYeayeas,#SCOIRL  #teamfollowback Open thread: What are your memories of THAT Robbie Keane goal in 2002 - The Score  http://t.co/67UjZwP6BP,Fri Nov 14 21:00:46 GMT 2014,
MCoghill18,RT @FAIreland: Memorable quote from Martin O'Neill in 2003 takes pride of place in Celtic Park! #COYBIG #ScoIrl http://t.co/Dqz1NkFrk8,Fri Nov 14 21:00:46 GMT 2014,
AndrewMillerx,Chris Martin coming on for Scotland in Paraaa Paraaaa Paraaaaadise #Coldplay #SCOIRL,Fri Nov 14 21:00:44 GMT 2014,
gavexile,Fuckinghell Longy .bit better from us but still need to up more.Blobby Keane for the last half hour and we could nick this #robbery #SCOIRL,Fri Nov 14 21:00:42 GMT 2014,
Mellowjfk,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:42 GMT 2014,
craigdc1983,RT @bbc5live: HT comm stats:. Scotland 0 – 0 Republic of Ireland. Possession 60% 40%. Shots 7 – 5. On target 1 – 2. Fouls 7 – 10. #SCOIRL http://…,Fri Nov 14 21:00:41 GMT 2014,
claretbumble,Is Nidge the 4th official? #SCOIRL,Fri Nov 14 21:00:41 GMT 2014,
OMYGOdD1e,#SCOIRL  #teamfollowback Heavy queues outside Celtic Park meant lots of fans missed the kick-off tonight - The Score  http://t.co/Y0sXi8x4ZS,Fri Nov 14 21:00:40 GMT 2014,
Utopia4OD,#SCOIRL thank fuck for that . Bye fletcher,Fri Nov 14 21:00:39 GMT 2014,
AzzaMaate,Think we need McGeady down the right  Walters in the Center and bring Wes Hoolahan on to create a bit of magic! #COYBIG #SCOIRL #Euro2016,Fri Nov 14 21:00:37 GMT 2014,
johnhampton1,#SCOIRL Chris Martin (brick shit hoose comes to mind) ???,Fri Nov 14 21:00:37 GMT 2014,
meikleee03,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:36 GMT 2014,
the_kenmeister,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:00:35 GMT 2014,
littlehootowl,Unfortunately McGeady is only proving his detractors right with this display. #SCOIRL,Fri Nov 14 21:00:34 GMT 2014,
JoeOConghaile,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:00:34 GMT 2014,
AdegboyeAdeyemo,This is the closest I have ever been to enjoying #Rugby #SCOIRL,Fri Nov 14 21:00:34 GMT 2014,
TheRealPsycrow,A former England u-19 international comes on for Scotland. Fans aren't booing him though. #SCOIRL,Fri Nov 14 21:00:32 GMT 2014,
Jack_Barlow5,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:30 GMT 2014,
E_JackThaler,RT @thebloke109: Coldplay on  Porridge off #SCOIRL,Fri Nov 14 21:00:27 GMT 2014,
Wolliekins,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:27 GMT 2014,
derbadian,Chrissy Martin  Derby's number 9! #dcfc #dcfcfans #SCOIRL,Fri Nov 14 21:00:26 GMT 2014,
Tweet_Afton,Is that an Englishman coming on for Scotland in place of Fletcher?. . #SCOIRL,Fri Nov 14 21:00:25 GMT 2014,
MariaeDugg,RT @BeWarmers: WIN Ireland Vs. Australia tickets Rt & Follow - Double Entry:http://t.co/RuESMuKVKT #SCOIRL #IREvSCO #COYBIG http://t.co/e7h…,Fri Nov 14 21:00:24 GMT 2014,
frankomcewan,Ehs bulked up since Coldplay days #SCOIRL #ChrisMartin,Fri Nov 14 21:00:24 GMT 2014,
LozzaDCFC,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:22 GMT 2014,
MackersJaney,RT @thecailinrua: Classy bunch  the Scots. Would be sweet if McGeady could find the net #coybig #SCOIRL,Fri Nov 14 21:00:22 GMT 2014,
jetsilvers,RT @bbc5live: HT comm stats:. Scotland 0 – 0 Republic of Ireland. Possession 60% 40%. Shots 7 – 5. On target 1 – 2. Fouls 7 – 10. #SCOIRL http://…,Fri Nov 14 21:00:22 GMT 2014,
Headcuts,Need fresh legs. They must be knackered. #SCOIRL,Fri Nov 14 21:00:22 GMT 2014,
iamseanoneill,C’mon McGeady press your turbo button and shut that plaid troupe of arseholes up. #SCOIRL #ReleaseTheKraken,Fri Nov 14 21:00:22 GMT 2014,
AleMadtorres,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:22 GMT 2014,
Jo_Grant,Time for @NBCBlacklist so I'll just have to keep up with #SCOIRL via Twitter,Fri Nov 14 21:00:21 GMT 2014,
ColmKeav,RT @colmtobin: Keogh looks like a mad scientist on the verge of a great discovery. I approve. #SCOIRL,Fri Nov 14 21:00:20 GMT 2014,
GM__x,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:20 GMT 2014,
leerob35,Enjoying #SCOIRL   just like a Sunday morning park game. High in desire   passion and commitment   low in quality. Strangely compelling.,Fri Nov 14 21:00:19 GMT 2014,
StokieCarl,Get Walters on the ball more and Ireland will win this #SCOIRL #scfc,Fri Nov 14 21:00:19 GMT 2014,
benicat2000,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:00:17 GMT 2014,
gordmatheson,Chris Martin is coming on. I hear that boy runs at the speed of sound. Hope he doesn't have a rush of blood to the head  etc etc #SCOIRL,Fri Nov 14 21:00:15 GMT 2014,
ShugsRFootball,RT @ScottishFA: 54' SUB | Steven Fletcher is replaced by Chris Martin for Scotland | #SCOIRL #WeAreScotland,Fri Nov 14 21:00:15 GMT 2014,
GavinRooney93,Robertson looks like a quality player #SCOIRL,Fri Nov 14 21:00:15 GMT 2014,
Cosmopeleton,"We can go live to the action..." x. #SCOIRL. http://t.co/osPkvyldHT,Fri Nov 14 21:00:15 GMT 2014,
Independent_ie,We've three pairs of tickets for Ireland v USA on Tuesday. Choose tonight's man-of-the-match using the hastag #IndoMOTM to enter #SCOIRL,Fri Nov 14 21:00:14 GMT 2014,
Inverlochy2012,RT @Jayne1919: Can't believe I just shouted come on queens at the start of 2nd half. #scoirl,Fri Nov 14 21:00:14 GMT 2014,
seamusenright,RT @pkeram: #SCOIRL . Terrifically tense . tasty troglodyte tackles  . temperamental tactics.. teasing Tartan trial.,Fri Nov 14 21:00:14 GMT 2014,
thebloke109,Coldplay on  Porridge off #SCOIRL,Fri Nov 14 21:00:13 GMT 2014,
swainamania,RT @seantduffy: Presumably all of these McGeady naysayers realise where Morrison  Martin  Rhodes etc are from? (Among many more) #SCOIRL,Fri Nov 14 21:00:13 GMT 2014,
cpereiraf,Empezamos con la 2a parte del #SCOIRL disfrutando una @Guinness_Spain para sentirse más cerca de Celtic Park #COYBIG,Fri Nov 14 21:00:13 GMT 2014,
twiDAQ,RT @ScottishFA: #SCOIRL | Marshall  Whittaker  R.Martin  Hanley  Robertson  Maloney  Mulgrew  Brown (c)  S.Fletcher  Naismith  Anya #WeAreS…,Fri Nov 14 21:00:13 GMT 2014,
HongKongRanger,RT @ScottishFA: #SCOIRL | Tonight's attendance is 59 239.,Fri Nov 14 21:00:13 GMT 2014,
finchcaddy,Great  Coldplay are on the pitch now! #SCOIRL,Fri Nov 14 21:00:11 GMT 2014,
Ashleyfalla,Come on Chrissy! Do it for Scotland  boy. #SCOIRL,Fri Nov 14 21:00:10 GMT 2014,
Tveye321,RT @BigCollyWolly: Hanging oot at the match. . . #scotlandvireland #SCOIRL #SCOvROI http://t.co/eyKL37sfId,Fri Nov 14 21:00:09 GMT 2014,
benicat2000,RT @ScottishFA: 54' SUB | Steven Fletcher is replaced by Chris Martin for Scotland | #SCOIRL #WeAreScotland,Fri Nov 14 21:00:09 GMT 2014,
MuzzHand,RT @ScottishFA: 54' SUB | Steven Fletcher is replaced by Chris Martin for Scotland | #SCOIRL #WeAreScotland,Fri Nov 14 21:00:07 GMT 2014,
FakeHam,RT @celticfc: Charlie Mulgew makes his way into Celtic Park (NM) #SCOIRL http://t.co/ZDjWYBGkZL,Fri Nov 14 21:00:07 GMT 2014,
TrawlerBlogMUFC,Insert shit Coldplay joke here #SCOIRL,Fri Nov 14 21:00:07 GMT 2014,
trendinaliaGB,1. #ChildrenInNeed. 2. #SCOIRL. 3. #CIN2014. 4. Terry Wogan. 5. #scotlandvireland. . 2014/11/14 20:55 GMT #trndnl http://t.co/do7HdxNNvg,Fri Nov 14 21:00:06 GMT 2014,
showtrending,WORLD : 14-11-2014 13:00 ?. . 4.#ZeFiesta. 5.#SCOIRL. 6.#vazgeçememçünkü,Fri Nov 14 21:00:06 GMT 2014,
Matt___James18,RT @FAIreland: 56' Scotland introduce Derby's Chris Martin for Fletcher. #SCOIRL #COYBIG,Fri Nov 14 21:00:05 GMT 2014,
